web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,district,long_lat,all_amenities,lat,long,takes_reservations,delivery,outdoor_seating,good_for_kids,good_for_groups,tv
1705097276-218,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Dont Worry Eat Curry,https://de.yelp.ch/biz/dont-worry-eat-curry-z%C3%BCrich?osq=Restaurants,Dont Worry Eat Curry,4.3,(6 reviews),Sri-Lan­kisch,2.0,,11:30 AM - 11:00 PM,Mattengasse 29 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382835%2C8.530808&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382835%2C8.530808&signature=QKV8w12irSU_ZR3XvfCuMVIoEKk=,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im FreienModerate LautstärkeFür Gruppen geeignetBedienungWLAN kostenlosNur Bier & WeinHunde erlaubtNicht für Kinder geeignetNicht RollstuhlgerechtKein TV,47.382835,8.530808,1.0,1.0,1.0,0.0,1.0,1.0
1705097288-220,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Pho Na,https://de.yelp.ch/biz/pho-na-z%C3%BCrich?osq=Restaurants,Pho Na,4.0,(11 reviews),Asiatische Fusionsküche,1.0,,11:00 AM - 10:00 PM,Josefstrasse 42 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381655%2C8.533006&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381655%2C8.533006&signature=9nWQSV21_WX5PyWkyHWVuG4nOkw=,Reservationen möglichBestellung zum AbholenKein LieferserviceFür Gruppen geeignetFür Kinder geeignetWLAN kostenlosTVKein Drive-In,47.381655,8.533006,1.0,0.0,,1.0,1.0,1.0
1705097294-221,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Yume Ramen,https://de.yelp.ch/biz/yume-ramen-z%C3%BCrich?osq=Restaurants,Yume Ramen,4.1,(16 reviews),Ramen,,,"11:30 AM - 1:30 PM, 6:00 PM - 9:30 PM",Reitergasse 6 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376653%2C8.533280&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376653%2C8.533280&signature=YLybxxFzUF9C5kWeupvKpjCKUKg=,Bestellung zum AbholenKein LieferserviceVegane AngeboteEdelTV,47.376653,8.53328,,0.0,,,,1.0
1705097302-222,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Neni,https://de.yelp.ch/biz/neni-z%C3%BCrich-2?osq=Restaurants,Neni,3.9,(21 reviews),Israelisch,2.0,,6:30 AM - 12:00 AM (Folgetag),Langstrasse 150 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380444%2C8.528697&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380444%2C8.528697&signature=LHSaZF89MA0JBg6bVtTbOeX8KY0=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienTrendy, LegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: MittagessenParkieren im ParkhausBedienungWLAN kostenlosAlle AlkoholikaTV",47.380444,8.528697,1.0,0.0,1.0,1.0,1.0,1.0
1705097308-223,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Fork & Bottle,https://de.yelp.ch/biz/fork-und-bottle-z%C3%BCrich?osq=Restaurants,Fork & Bottle,4.3,(85 reviews),Amerikanisch,2.0,"Craft Beer Saturday & Sunday Brunch Farm to Table Cuisine Family Friendly Vegetarian & Gluten
Free Options",11:30 AM - 10:00 PM,Allmendstrasse 20 8002 Zürich,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.352246%2C8.524412&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.352246%2C8.524412&signature=WrSQ9MU3qZfp6Y5MISZYbVVAUCk=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Brunch, AbendessenParkieren an der Strasse, Parkieren auf KundenparkplatzWLAN kostenlosNur Bier & WeinKein TV",47.352246,8.524412,1.0,0.0,1.0,1.0,1.0,1.0
1705097315-224,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Mi Mi Sa,https://de.yelp.ch/biz/mi-mi-sa-z%C3%BCrich?osq=Restaurants,Mi Mi Sa,4.8,(17 reviews),Koreanisch,2.0,,10:00 AM - 3:00 PM,Bahnhaldenstrasse 2 8052 Zürich,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.419446%2C8.546937&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.419446%2C8.546937&signature=T0IxJRuyyVZz7eKYX6fAGtKLHNU=,Reservationen möglichBestellung zum AbholenKein LieferserviceLegerLeiseEmpfehlenswert für: AbendessenTVKeine Sitzplätze im FreienNicht für Gruppen geeignetNicht für Kinder geeignetKein WLANKein Alkohol,47.419446,8.546937,1.0,0.0,1.0,0.0,0.0,1.0
1705097321-225,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=10,Co Chin Chin,https://de.yelp.ch/biz/co-chin-chin-z%C3%BCrich?osq=Restaurants,Co Chin Chin,4.3,(15 reviews),Vietnamesisch,2.0,,"11:00 AM - 2:30 PM, 6:00 PM - 11:00 PM",Gasometerstrasse 7 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383767%2C8.528473&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383767%2C8.528473&signature=2OxaRsYGK9hnKQHhCkwJXCU06og=,Reservationen möglichBestellung zum AbholenKein LieferserviceFür Gruppen geeignetFür Kinder geeignetAlle AlkoholikaTV,47.383767,8.528473,1.0,0.0,,1.0,1.0,1.0
1705097336-227,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Chiang Mai,https://de.yelp.ch/biz/chiang-mai-z%C3%BCrich-3?osq=Restaurants,Chiang Mai,4.1,(11 reviews),Thailändisch,1.0,,10:30 AM - 7:00 PM,Zollstrasse 56 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380691%2C8.533757&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380691%2C8.533757&signature=az0smO1dJV7qIjyIUWN0PzlQBNk=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienFür Gruppen geeignetTVNicht für Kinder geeignetKein Drive-In,47.380691,8.533757,1.0,0.0,1.0,0.0,1.0,1.0
1705097342-228,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Frau Gerolds Garten,https://de.yelp.ch/biz/frau-gerolds-garten-z%C3%BCrich?osq=Restaurants,Frau Gerolds Garten,4.4,(88 reviews),BBQ & Barbecue,2.0,,6:00 PM - 12:00 AM (Folgetag),Geroldstrasse 23 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.385119%2C8.519054&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.385119%2C8.519054&signature=h0_hIEF13Eb6HJqEKjmtvKezbHs=,"Bestellung zum AbholenKeine ReservierungenKein LieferserviceSitzplätze im FreienTrendy, LegerLautFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenAlle AlkoholikaTVKeine BedienungKein WLAN",47.385119,8.519054,,0.0,1.0,1.0,1.0,1.0
1705097349-229,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,OOO Rooftop,https://de.yelp.ch/biz/ooo-rooftop-z%C3%BCrich?osq=Restaurants,OOO Rooftop,4.1,(30 reviews),Asiatische Fusionsküche,4.0,,9:00 AM - 4:00 AM (Folgetag),Bahnhofstrasse 74 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.374664%2C8.538928&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.374664%2C8.538928&signature=jws7pJVl4i9adCyZASF284FbKFo=,Reservationen möglichKein LieferserviceKeine MitnahmeVegane AngeboteSitzplätze im FreienEdelLautFür Gruppen geeignetEmpfehlenswert für: MittagessenBedienungAlle AlkoholikaTVNicht für Kinder geeignet,47.374664,8.538928,1.0,0.0,1.0,0.0,1.0,1.0
1705097355-230,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,El Luchador,https://de.yelp.ch/biz/el-luchador-z%C3%BCrich?osq=Restaurants,El Luchador,4.1,(31 reviews),Mexikanisch,2.0,,5:00 PM - 1:00 AM (Folgetag),Konradstrasse 69 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381771%2C8.533667&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381771%2C8.533667&signature=pm0ThM61wYou00p8HDyQXQVx45A=,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLegerModerate LautstärkeFür Gruppen geeignetFür Kinder geeignetWLAN kostenlosAlle AlkoholikaHunde erlaubtKein TV,47.381771,8.533667,1.0,0.0,1.0,1.0,1.0,1.0
1705097362-231,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Maison Blunt,https://de.yelp.ch/biz/maison-blunt-z%C3%BCrich-2?osq=Restaurants,Maison Blunt,3.9,(81 reviews),Marokkanisch,2.0,,8:00 AM - 1:00 AM (Folgetag),Gasometerstrasse 5 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383713%2C8.528347&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383713%2C8.528347&signature=85sZsYMnrWKiCkPPtPftsF3oHUU=,"Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im FreienLegerLautFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Brunch, AbendessenParkieren an der StrasseAlle AlkoholikaTVKein WLAN",47.383713,8.528347,1.0,0.0,1.0,1.0,1.0,1.0
1705097369-232,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Zeughauskeller,https://de.yelp.ch/biz/zeughauskeller-z%C3%BCrich?osq=Restaurants,Zeughauskeller,4.0,(460 reviews),Schweizer Küche,2.0,,11:30 AM - 11:00 PM,Bahnhofstrasse 28 A 8001 Zürich,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.370352%2C8.539920&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.370352%2C8.539920&signature=2ujWMHgVbsUUffALa9heuvsSiaU=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienTouri-Spot, LegerLautFür Gruppen geeignetFür Kinder geeignetEmpfehlenswert für: Mittagessen, AbendessenParkieren an der StrasseBedienungNur Bier & WeinKein WLANKeine Happy HourHunde nicht erlaubtKein TV",47.370352,8.53992,1.0,0.0,1.0,1.0,1.0,1.0
1705097375-233,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,LA Brea,https://de.yelp.ch/biz/la-brea-z%C3%BCrich?osq=Restaurants,LA Brea,3.3,(3 reviews),Mexikanisch,,,"11:30 AM - 1:30 PM, 6:00 PM - 10:30 PM",Josefstrasse 59 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.382061%2C8.531849&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.382061%2C8.531849&signature=9qHz5ItKWaNdLrM9cfi4-S5802U=,Bestellung zum AbholenKein LieferserviceSitzplätze im FreienBedienungAlle AlkoholikaKein WLANKeine Happy HourNicht RollstuhlgerechtKein TV,47.382061,8.531849,,0.0,1.0,,,1.0
1705097382-234,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,The Bite,https://de.yelp.ch/biz/the-bite-z%C3%BCrich?osq=Restaurants,The Bite,4.4,(93 reviews),Amerikanisch,2.0,"We are a Swiss-Canadian gourmet burger concept, located in Zurich's Kreis 4 District. Our food is
wholesome, using only the freshest ingredients that we can find. The burger buns are made of a
buttered brioche bread and our meat is high quality Swiss beef, ground in a unique (secret!) blend.","11:30 AM - 1:30 PM, 6:00 PM - 10:30 PM",Brauerstrasse 15 8004 Zürich,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377298%2C8.527767&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377298%2C8.527767&signature=r_UKZ7uV4PwMWYx1pg7Gh8QplyM=,"Reservationen möglichBestellung zum AbholenKein LieferserviceLegerModerate LautstärkeFür Gruppen geeignetEmpfehlenswert für: Mittagessen, AbendessenParkieren an der StrasseAlle AlkoholikaKeine Sitzplätze im FreienNicht für Kinder geeignetKein WLANKein Drive-InKein TV",47.377298,8.527767,1.0,0.0,1.0,0.0,1.0,1.0
1705097388-235,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=0,Josef,https://de.yelp.ch/biz/josef-z%C3%BCrich?osq=Restaurants,Josef,4.3,(48 reviews),Modern-Europäisch,3.0,,"11:30 AM - 2:00 PM, 5:00 PM - 2:00 AM (Folgetag)",Gasometerstrasse 24 8005 Zürich,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383849%2C8.529006&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383849%2C8.529006&signature=pIg19HZm1j540i5G-MWomldGvI4=,"Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im FreienTrendy, EdelLautFür Gruppen geeignetAlle AlkoholikaTVNicht für Kinder geeignetKein BilliardtischKein WLAN",47.383849,8.529006,1.0,0.0,1.0,0.0,1.0,1.0
