web-scraper-order,web-scraper-start-url,detail_link,detail_link-href,restaurant_name,total_stars,number_of_reviews,cuisine_type,price_class,raw_description,opening_times,address,amenities,district,long_lat,lat,long,reservation_status
1704906719-92,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Marktküche,https://de.yelp.ch/biz/marktk%C3%BCche-z%C3%BCrich?osq=Restaurants,Marktküche,4.5,(12 reviews),Schweizer Küche,$$,"""Keine Imitation, sondern eine kreative Küche."", lautet das Credo der Marktküche. Das vegane
Restaurant verzichtet daher weitgehend auf Fleischersatzprodukte. Stattdessen setzt man auf
pflanzliche und regionale Zutaten von erlesener Qualität, die dank konsequenter Selektion keinerl…","11:30 AM - 2:00 PM, 5:30 PM - 11:00 PM",Feldstrasse 98 8004 Zürich,Reservationen möglichKein LieferserviceVegane AngeboteEdel,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378768%2C8.523417&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378768%2C8.523417&signature=P5dYKWq5Z8p2t5cdIQZ9gJG3nXQ=,47.378768,8.523417,1.0
1704906723-93,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Brooklyn,https://de.yelp.ch/biz/brooklyn-z%C3%BCrich?osq=Restaurants,Brooklyn,5.0,(1 review),Burger,,,11:00 AM - 12:00 AM (Folgetag),Kasernenstrasse 77 b 8004 Zürich,Edel,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376192%2C8.533981&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376192%2C8.533981&signature=4eQHA3dw-gwoAmlhAWlUwnW0rA0=,47.376192,8.533981,
1704906727-94,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Weinwirtschaft am Stampfenbach,https://de.yelp.ch/biz/weinwirtschaft-am-stampfenbach-z%C3%BCrich?osq=Restaurants,Weinwirtschaft am Stampfenbach,4.5,(4 reviews),Wirtschaft & Beiz,$$,,11:00 AM - 10:00 PM,Walchestrasse 11 8006 Zürich,Reservationen möglichSitzplätze im FreienModerate LautstärkeFür Gruppen geeignet,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380094%2C8.542135&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380094%2C8.542135&signature=vfWGsKqxmyGr_6m-7Q47SDigG8Q=,47.380094,8.542135,1.0
1704906732-95,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Dong Que,https://de.yelp.ch/biz/dong-que-z%C3%BCrich?osq=Restaurants,Dong Que,4.4,(18 reviews),Vietnamesisch,$$,,"11:00 AM - 2:00 PM, 5:00 PM - 10:00 PM",Schaffhauserstrasse 475 8052 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceLeise,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.420675%2C8.548898&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.420675%2C8.548898&signature=UlEBYoHe5V9WY1eS8QDAjbPyEfQ=,47.420675,8.548898,1.0
1704906736-96,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Fat Tony,https://de.yelp.ch/biz/fat-tony-z%C3%BCrich?osq=Restaurants,Fat Tony,4.1,(7 reviews),Pizza,,,,Langstrasse 135 8004 Zürich,Bestellung zum AbholenSitzplätze im FreienFür Gruppen geeignet,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.380067%2C8.527701&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.380067%2C8.527701&signature=HwUrT2BOklthrx3Z3rP_eNMRzhU=,47.380067,8.527701,
1704906741-97,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Restaurant Hardhof,https://de.yelp.ch/biz/restaurant-hardhof-z%C3%BCrich?osq=Restaurants,Restaurant Hardhof,4.7,(23 reviews),Schweizer Küche,$$,,11:00 AM - 12:00 AM (Folgetag),Badenerstrasse 344 8004 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.378181%2C8.510963&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.378181%2C8.510963&signature=-TUjdSd0QPNkUKEOPXjye7Mar54=,47.378181,8.510963,1.0
1704906745-98,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Restaurant African Queen,https://de.yelp.ch/biz/restaurant-african-queen-z%C3%BCrich?osq=Restaurants,Restaurant African Queen,4.3,(6 reviews),Afrikanisch,$$$,,"11:00 AM - 2:00 PM, 6:00 PM - 11:00 PM",Stampfenbachstrasse 70 8006 Zürich,Reservationen möglichLeiseFür Gruppen geeignetFür Kinder geeignet,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381546%2C8.542276&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381546%2C8.542276&signature=1ogMMvu5TBxAeZ6mFmwKcnbp6aY=,47.381546,8.542276,1.0
1704906750-99,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Restaurant Ursprung,https://de.yelp.ch/biz/restaurant-ursprung-z%C3%BCrich?osq=Restaurants,Restaurant Ursprung,5.0,(1 review),Schweizer Küche,,,,Reitergasse 6 8004 Zürich,,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.376700%2C8.533260&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.376700%2C8.533260&signature=GeWBKHUWXVkb37Lw0Llp-exFkf8=,47.3767,8.53326,
1704906755-100,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=140,Shilla,https://de.yelp.ch/biz/shilla-z%C3%BCrich?osq=Restaurants,Shilla,4.2,(10 reviews),Koreanisch,$$$,"Korean BBQ, Bibimba, Bulgogi","12:00 PM - 2:30 PM, 6:00 PM - 10:00 PM",Badenerstrasse 503 8048 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 9,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.381512%2C8.502658&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.381512%2C8.502658&signature=3M-fGnOYEmSDlq8Ckamo-v7i7hk=,47.381512,8.502658,1.0
1704906763-101,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,Moudi,https://de.yelp.ch/biz/moudi-z%C3%BCrich?osq=Restaurants,Moudi,3.8,(8 reviews),Libanesisch,,,11:00 AM - 12:00 AM (Folgetag),Brandschenkestrasse 5 8001 Zürich,Bestellung zum AbholenKeine ReservierungenFür Gruppen geeignetFür Kinder geeignet,Kreis 2,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.369678%2C8.534150&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.369678%2C8.534150&signature=93WW-e_yG1oHOhecXJc8b_1Rk20=,47.369678,8.53415,0.0
1704906768-102,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,Maison Manesse,https://de.yelp.ch/biz/maison-manesse-z%C3%BCrich?osq=Restaurants,Maison Manesse,4.7,(19 reviews),Schweizer Küche,$$$$,,"12:00 PM - 2:00 PM, 6:00 PM - 11:30 PM",Hopfenstrasse 2 8045 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.365178%2C8.521229&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.365178%2C8.521229&signature=21TKAZrwnuUhvN4R8Pzzox_YTBc=,47.365178,8.521229,1.0
1704906772-103,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,Café Lang,https://de.yelp.ch/biz/caf%C3%A9-lang-z%C3%BCrich-2?osq=Restaurants,Café Lang,3.4,(27 reviews),Café,$$,,7:00 AM - 11:00 PM,Limmatplatz 7 8005 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.384865%2C8.531611&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.384865%2C8.531611&signature=sNVN9B_Csyh7I-aWgzrPXWOs1rI=,47.384865,8.531611,1.0
1704906776-104,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,AURA 800° Grill & Bar,https://de.yelp.ch/biz/aura-z%C3%BCrich-2?osq=Restaurants,AURA 800° Grill & Bar,4.3,(20 reviews),Schweizer Küche,$$$,"In den traditionellen Räumlichkeiten der alten Börse im Herzen von Zürich, befindet sich das AURA.
Auf über 2'000m² bieten wir unseren Gästen ein einmaliges Erlebnis: Restaurant, Bar und Smoker's
Lounge und einen multifunktionalen Event Saal und Club.",12:00 PM - 12:00 AM (Folgetag),Bleicherweg 5 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeLaut,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.368663%2C8.537953&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.368663%2C8.537953&signature=efouci_SGWXT4b5RCzNxyM9PnWQ=,47.368663,8.537953,1.0
1704906781-105,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,Hato,https://de.yelp.ch/biz/hato-z%C3%BCrich?osq=Restaurants,Hato,4.3,(9 reviews),Sushi,$$$$,,"11:30 AM - 2:30 PM, 6:00 PM - 12:00 AM (Folgetag)",Brandschenkestrasse 20 8001 Zürich,Reservationen möglichKein LieferserviceModerate LautstärkeSchick,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.369354%2C8.532528&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.369354%2C8.532528&signature=lFB-H0mLnq5W03i4f4WTN7onqQ8=,47.369354,8.532528,1.0
1704906785-106,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,hongxi,https://de.yelp.ch/biz/hongxi-z%C3%BCrich?osq=Restaurants,hongxi,4.0,(1 review),Asiatische Fusionsküche,,,"11:30 AM - 2:00 PM, 5:30 PM - 10:00 PM",Zwinglistrasse 3 8004 Zürich,,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377806%2C8.529607&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377806%2C8.529607&signature=kQ4wmTckxlnqXgNjXlWljgDn0QA=,47.377806,8.529607,
1704906790-107,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,Ristorante La Casa,https://de.yelp.ch/biz/ristorante-la-casa-z%C3%BCrich?osq=Restaurants,Ristorante La Casa,4.0,(7 reviews),Italienisch,$$,,"10:00 AM - 2:00 PM, 5:30 PM - 12:00 AM (Folgetag)",Riedtlistrasse 2 8006 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 6,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.390205%2C8.540015&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.390205%2C8.540015&signature=kcYoU66BDKdbnHVgcZSfdO1obfY=,47.390205,8.540015,1.0
1704906795-108,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,Tao’s,https://de.yelp.ch/biz/taos-z%C3%BCrich?osq=Restaurants,Tao's,3.8,(24 reviews),Bar,$$$,,12:00 PM - 1:00 AM (Folgetag),Augustinergasse 3 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.371519%2C8.540275&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.371519%2C8.540275&signature=5RvXlm6HS3rXePG75ufxE3S44VU=,47.371519,8.540275,1.0
1704906799-109,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,China Tang,https://de.yelp.ch/biz/china-tang-z%C3%BCrich?osq=Restaurants,China Tang,5.0,(5 reviews),Chinesisch,$$,,"11:30 AM - 2:00 PM, 5:30 PM - 10:00 PM",Schaffhauserstrasse 432 8050 Zürich,Reservationen möglichLieferung möglichBestellung zum AbholenModerate Lautstärke,Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.416133%2C8.545284&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.416133%2C8.545284&signature=y9kNHVEkBi5glnFiXpjj6XViiM8=,47.416133,8.545284,1.0
1704906803-110,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=130,Restaurant Markthalle,https://de.yelp.ch/biz/restaurant-markthalle-z%C3%BCrich-3?osq=Restaurants,Restaurant Markthalle,5.0,(2 reviews),Schweizer Küche,$$$$,,5:00 AM - 11:00 PM,Aargauerstrasse  1 8048 Zürich,Sitzplätze im FreienNur Bier & Wein,Kreis 9,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.391930%2C8.500363&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.391930%2C8.500363&signature=5pScPsVQMQhurUb8EGttUWW7rPY=,47.39193,8.500363,
1704906813-111,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,Bodega Española,https://de.yelp.ch/biz/bodega-espa%C3%B1ola-z%C3%BCrich-3?osq=Restaurants,Bodega Española,4.1,(65 reviews),Spanisch,$$,"Bodega Española  Die besten Tapas der Stadt!  Beste Tapas  Die Bodega Española ist seit 1874 ein
spanisches Gasthaus an der Münstergasse, im Herzen der Altstadt von Zürich (Niederdorf). Seit der
Eröffnung werden hier spanische Gerichte serviert. Zu den Spezialitäten gehören die Cecina (luftge…",10:00 AM - 12:00 AM (Folgetag),Münstergasse 15 8001 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeLeger,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.371232%2C8.544100&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.371232%2C8.544100&signature=GM4BWEd7LEQhLaqKazHEVizYtp8=,47.371232,8.5441,1.0
1704906817-112,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,Krokodil,https://de.yelp.ch/biz/krokodil-z%C3%BCrich-2?osq=Restaurants,Krokodil,4.0,(5 reviews),Portugiesisch,$$$,,5:00 PM - 12:00 AM (Folgetag),Hohlstrasse 44 8004 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.377556%2C8.526400&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.377556%2C8.526400&signature=fQiAuQ72Y42HjdfsxrTc3rlZMe0=,47.377556,8.5264,1.0
1704906822-113,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,Asia Lotus Thai Restaurant,https://de.yelp.ch/biz/asia-lotus-thai-restaurant-kloten-2?osq=Restaurants,Asia Lotus Thai Restaurant,4.3,(8 reviews),Thailändisch,$$,,"11:45 AM - 2:00 PM, 6:00 PM - 10:00 PM",Kirchgasse 27 8302 Kloten,Reservationen möglichBestellung zum AbholenSitzplätze im FreienLeise,,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.452348%2C8.583036&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.452348%2C8.583036&signature=Dk0RqfwV2ETd7LPp_Po1BWsGOyE=,47.452348,8.583036,1.0
1704906826-114,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,Ristorante Cinque,https://de.yelp.ch/biz/ristorante-cinque-z%C3%BCrich?osq=Restaurants,Ristorante Cinque,3.9,(29 reviews),Italienisch,$$$,Betriebsferien von 22 Dezember 2013 bis 02 Januar2014,"11:30 AM - 2:00 PM, 6:30 PM - 12:00 AM (Folgetag)",Langstrasse 215 8005 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.383264%2C8.530178&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.383264%2C8.530178&signature=bozCWFp6ZJb4aDeBVU4iojVs9jQ=,47.383264,8.530178,1.0
1704906831-115,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,Tamarind Hill,https://de.yelp.ch/biz/tamarind-hill-z%C3%BCrich-2?osq=Restaurants,Tamarind Hill,4.3,(10 reviews),Indisch,$$,,11:00 AM - 11:00 PM,Schaffhauserstrasse 306 8050 Zürich,"Reservationen möglichBestellung zum AbholenSitzplätze im FreienVertraut, Edel",Kreis 11,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.406793%2C8.548228&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.406793%2C8.548228&signature=lj6iXv9dFKo0qWS11N29sXwI-ik=,47.406793,8.548228,1.0
1704906835-116,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,BUND 39,https://de.yelp.ch/biz/bund-39-z%C3%BCrich?osq=Restaurants,BUND 39,4.0,(2 reviews),Chinesisch,,"Nihao! Welcome to Bund 39 and it's shanghainese kitchen.   Our goal is to offer authentic dishes,
which you would also find in Shanghai. While our cooks come from Shanghai, we source all
vegetables, meat and fish with few exceptions from Switzerland out of consideration for the envir…","11:30 AM - 2:00 PM, 5:30 PM - 10:30 PM",Bäckerstrasse 39 8004 Zürich,Reservationen möglichLieferung möglichBestellung zum AbholenSitzplätze im Freien,Kreis 4,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.374953%2C8.528682&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.374953%2C8.528682&signature=oAZBzLoKKhMaEBjQtw8dJvdWlFM=,47.374953,8.528682,1.0
1704906840-117,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,La Côte,https://de.yelp.ch/biz/la-c%C3%B4te-z%C3%BCrich?osq=Restaurants,La Côte,4.3,(18 reviews),Französisch,$$$,,"11:00 AM - 3:00 PM, 6:00 PM - 12:00 AM (Folgetag)",Aemtlerstrasse 26 8003 Zürich,Reservationen möglichKein LieferserviceKeine MitnahmeSitzplätze im Freien,Kreis 3,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.371725%2C8.515923&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.371725%2C8.515923&signature=fKwPDtVu6-eqRyzXM5tS82PnvA4=,47.371725,8.515923,1.0
1704906844-118,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,Cheti’s Curry,https://de.yelp.ch/biz/chetis-curry-z%C3%BCrich-2?osq=Restaurants,Cheti's Curry,4.0,(8 reviews),Indisch,$$,,"11:30 AM - 2:00 PM, 6:00 PM - 9:30 PM",Seefeldstrasse 7 A 8008 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 8,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.365036%2C8.548722&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.365036%2C8.548722&signature=61x6NlTw8559R6MWj0CqH8eK8IA=,47.365036,8.548722,1.0
1704906849-119,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,les halles - Restaurant,https://de.yelp.ch/biz/les-halles-restaurant-z%C3%BCrich?osq=Restaurants,les halles - Restaurant,4.0,(67 reviews),Mediterran,$$,"Markthalle: Essen und Einkaufen bis tief in die Nacht. Marktfrische Küche mit Bio-Produkten.
Leaderprodukt ist Moules & Frites. Keine Kreditkarten.",11:00 AM - 12:00 AM (Folgetag),Pfingstweidstrasse 6 8005 Zürich,Reservationen möglichBestellung zum AbholenKein LieferserviceSitzplätze im Freien,Kreis 5,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.387891%2C8.518641&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.387891%2C8.518641&signature=t8eQLPnrJY1CVnSZ8UMyK3iH3gQ=,47.387891,8.518641,1.0
1704906853-120,https://de.yelp.ch/search?find_desc=Restaurants&find_loc=Z%C3%BCrich&start=120,Ebrietas,https://de.yelp.ch/biz/ebrietas-z%C3%BCrich?osq=Restaurants,Ebrietas,4.8,(6 reviews),Bar,$,,4:00 PM - 1:00 AM (Folgetag),Zähringerstrasse 39 8001 Zürich,Keine ReservierungenKein LieferserviceKeine MitnahmeModerate Lautstärke,Kreis 1,https://maps.googleapis.com/maps/api/staticmap?size=315x150&sensor=false&client=gme-yelp&language=en&scale=1&zoom=15&center=47.375933%2C8.544469&markers=scale%3A1%7Cicon%3Ahttps%3A%2F%2Fyelp-images.s3.amazonaws.com%2Fassets%2Fmap-markers%2Fannotation_32x43.png%7C47.375933%2C8.544469&signature=HcCAYgZwbbfgGMCX4rjkTgFHKXs=,47.375933,8.544469,0.0
